,index,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,title
387,544,5.0,4.0,2.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0,5.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,1,2.0,4.0,5.0,3.0,2,1,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,3,1.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,3,3.0,5,1,3,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,1.0,1,1.0,4.0,4.0,5.0,4.0,5,4.0,21.0,175.0,75.0,2.0,1,2,6,1,0,2,544q
388,545,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,3,3.0,3.0,5.0,3.0,2,0,3.0,3.0,1.0,2.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4,5.0,5.0,1.0,4.0,5.0,4.0,5.0,1.0,3,3.0,1,2,3,3.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,3,3.0,1.0,1.0,2.0,1.0,1,3.0,20.0,176.0,70.0,3.0,1,2,4,2,2,1,545p
389,546,5.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2,1.0,2.0,5.0,1.0,1,0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,4,2.0,4.0,5.0,3.0,4.0,4.0,1.0,4.0,3,4.0,4,1,3,4.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,5.0,4.0,3.0,1,4.0,4.0,2.0,4.0,2.0,3,5.0,27.0,178.0,77.0,3.0,1,2,6,2,2,2,546Z
390,547,5.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,1.0,1,1.0,1.0,4.0,1.0,4,0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,1,1.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0,3,2.0,3,2,3,5.0,5.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,1,3.0,2.0,1.0,3.0,1.0,1,4.0,21.0,203.0,80.0,2.0,1,0,4,2,2,2,547a
391,550,5.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,2.0,5.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,5.0,4,4.0,1.0,4.0,4.0,1,0,4.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,3,2.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,4,2.0,3,1,1,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1,1.0,5.0,5.0,4.0,4.0,2,4.0,17.0,163.0,49.0,3.0,2,0,1,1,2,2,550o
392,553,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,2.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,5.0,4,4.0,5.0,4.0,3.0,3,0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,5.0,4.0,3.0,5.0,2,2.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4,2.0,3,2,3,1.0,4.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1,2.0,5.0,3.0,2.0,4.0,2,2.0,18.0,170.0,53.0,1.0,2,2,4,1,2,2,553H
393,554,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3,2.0,2.0,3.0,3.0,1,0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4,3.0,2,1,3,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,1,3.0,4.0,4.0,2.0,3.0,2,3.0,19.0,178.0,65.0,0.0,1,2,2,1,2,2,554a
394,555,5.0,5.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,2.0,3.0,1.0,4.0,4.0,5.0,1.0,5,1.0,3.0,5.0,5.0,2,0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,3.0,1,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4,3.0,2,2,3,1.0,2.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,5.0,1,1.0,5.0,1.0,3.0,5.0,2,5.0,21.0,167.0,63.0,1.0,2,2,2,1,2,2,555s
395,557,5.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5,4.0,5.0,4.0,5.0,1,0,3.0,1.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,5.0,1,4.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,3,4.0,5,2,3,2.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,1,4.0,3.0,4.0,3.0,3.0,3,3.0,20.0,170.0,55.0,2.0,2,2,2,2,0,1,557Q
396,559,5.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5,3.0,5.0,4.0,3.0,4,0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3,2.0,5,3,1,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3,3.0,3.0,2.0,4.0,3.0,2,2.0,20.0,173.0,55.0,1.0,2,2,4,1,2,2,559O
397,561,5.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1,1.0,3.0,2.0,3.0,1,2,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,3,3.0,5.0,5.0,3.0,2.0,4.0,2.0,5.0,4,4.0,3,2,1,3.0,2.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,2,5.0,1.0,3.0,1.0,1.0,3,4.0,20.0,185.0,86.0,1.0,1,2,4,2,0,1,561A
398,564,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,5,5.0,1.0,2.0,1.0,1,0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,1,2.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,3,1.0,4,1,3,1.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,2,4.0,4.0,4.0,5.0,3.0,4,5.0,20.0,180.0,75.0,2.0,1,2,2,2,2,2,564d
399,566,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,5,2.0,1.0,2.0,5.0,3,0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,2,5.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,4,1.0,3,1,2,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,2,3.0,2.0,3.0,2.0,2.0,2,3.0,19.0,175.0,76.0,1.0,2,2,4,2,2,2,566X
400,568,5.0,4.0,5.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,5,4.0,4.0,5.0,3.0,1,0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,5.0,1,2.0,5.0,1.0,4.0,5.0,4.0,4.0,2.0,4,2.0,4,3,3,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3,3.0,4.0,2.0,2.0,3.0,2,2.0,23.0,172.0,64.0,1.0,2,2,2,2,0,1,568R
401,569,5.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,3,2.0,1.0,3.0,2.0,1,0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,5.0,4,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3,4.0,5,1,3,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,1,3.0,3.0,2.0,3.0,2.0,3,2.0,20.0,165.0,48.0,1.0,2,2,2,2,0,2,569O
402,573,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,5,5.0,1.0,1.0,3.0,3,0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,2,3.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,3,5.0,4,3,2,1.0,5.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,3,1.0,5.0,5.0,5.0,5.0,5,5.0,17.0,183.0,75.0,3.0,1,2,1,2,0,1,573d
403,574,5.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,4.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,3,0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,3.0,1,3.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,3,1.0,1,2,1,4.0,5.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,2,3.0,3.0,1.0,2.0,1.0,1,5.0,20.0,178.0,58.0,1.0,2,2,4,2,2,2,574f
404,575,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.0,4.0,4.0,2.0,1,0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,4.0,5.0,2.0,4.0,1.0,5.0,1,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3,1.0,2,1,1,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2,4.0,2.0,4.0,2.0,2.0,2,4.0,21.0,169.0,65.0,1.0,2,2,4,2,0,2,575Z
405,576,5.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,1,1.0,1.0,1.0,2.0,1,1,1.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2,3.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,4,2.0,3,3,1,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,1,1.0,2.0,5.0,5.0,3.0,5,4.0,21.0,178.0,78.0,3.0,1,2,4,2,0,2,576X
406,577,5.0,4.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5,5.0,2.0,5.0,2.0,2,0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2,4.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,3,2.0,5,1,1,2.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,1,3.0,5.0,3.0,2.0,3.0,2,2.0,19.0,160.0,43.0,1.0,2,2,4,2,0,1,577M
407,578,5.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,5,2.0,4.0,5.0,4.0,3,0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,3.0,1.0,5.0,1,3.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,4,2.0,3,2,1,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,3.0,4.0,3.0,1,3.0,4.0,1.0,3.0,2.0,3,4.0,20.0,175.0,75.0,0.0,2,2,4,1,2,2,578f
408,579,5.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,4,1.0,2.0,3.0,4.0,3,0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,5,1.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3,1.0,4,1,1,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3,1.0,2.0,2.0,5.0,2.0,4,2.0,19.0,195.0,95.0,0.0,1,2,2,1,0,1,579a
